1997;Carole David;Impala;Impala;Anglais;Daniel Sloate;Guernica Editions
1997;Fulvio Caccia;Aknos, Scirocco, Anapurna & Irpinina;Aknos and Other Poems;Anglais;Daniel Sloate;Guernica Editions
2004;;Le Style Apollinaire;Le Style Apollinaire;Anglais;Louis Zukofsky;
1992;François Gravel;Bonheur fou;Felicity's Fool;Anglais;Sheila Fischman;Cormorant Books
2005;Helene Cixous;Rêve, je te dis;Rêve, je te dis;Français;Beverley Bie Brahic;
1992;François Gravel;Zamboni;Mr. Zamboni's Dream Machine;Anglais;Sarah Cummins;James Lorimer
1992;François Gravel;Zamboni;Mr. Zamboni's Dream Machine;Anglais;Sarah Cummins;James Lorimer
2003;Marie Borel;Fin de citation;Close Quote;Anglais;Keith Waldrop;Burning Deck Press
1998;Pierre Augustin Caron de Beaumarchais;Le Barbier de Séville ou La Précaution inutile;The Barber of Seville;Anglais;Bernard Sahlins;Ivan R. Dee
1997;Pierre Augustin Caron de Beaumarchais;Le Barbier de Séville ou La Précaution inutile;The Barber of Seville or The Futile Precaution;Anglais;- Collectif;Edwin Mellen Press
2000;;Elle sera de jaspe et de corail & L'Amour-cent-vies;It Shall Be of Jasper and Coral & Love-Across-a-Hundred-Lives;Anglais;Marjolijn De Jager;University of Virginia Press
2003;;Fenêtres;Windows;Anglais;Anne Quinney;University of Nebraska Press
2003;;Fenêtres;Windows;Anglais;Anne Quinney;Bison Books
2006;;From Mother and Daughter;From Mother and Daughter;Anglais;Anne R. Larsen;University of Chicago Press
2006;Jocelyne Ouellet;Tadoussac : la baie des splendeurs;Tadoussac: The Magnificent Bay;Anglais;Alison Lee Strayer;Green Frog Publishing
1991;François Mauriac;Nouveaux mémoires intérieurs;More Reflections from the Soul;Anglais;Mary Kimbrough;Edwin Mellen Press
1991;France Théoret;Bloody Mary, Une voix pour Odile, Vertiges & Nécessairement putain;The Tangible World (1977-1983);Anglais;Barbara Godard;Guernica Editions
2002;Fulvio Caccia;La République métis;Republic Denied: The Loss of Canada;Anglais;Domenic Cusmano;Guernica Editions
2006;;Papaye le panda;Gilda the Giraffe and Papaya the Panda;Anglais;Michael Dahl;Compass Point Books
2002;Lise Tremblay;La Danse juive;Mile End;Anglais;Gail Scott;Talonbooks
2006;;Oscar le drôle de ouistiti;Gilda the Giraffe and Marvin the Marmoset;Anglais;Michael Dahl;Compass Point Books
2003;Gérard Martin;La Dérobée du monde;The Hiddenness of the World;Anglais;Bertrand Mathieu;BOA Editions
2003;Gérard Martin;La Dérobée du monde;The Hiddenness of the World;Anglais;Bertrand Mathieu;BOA Editions
2005;;Le Vent dans les saules, vol. 4 : foutoir au manoir;Wind in the Willows, vol. 4: Panic at Toad Hall;Anglais;Luke Spear;Cinebook Ltd
1998;;Dictionnaire du théâtre : termes et concepts de l'analyse théâtrale;Dictionary of the Theatre;Anglais;Christine Schantz;University of Toronto Press
1993;Michel Quintin;Le Porc-épic;The Porcupine;Anglais;Tim Wynne-Jones;Eds Michel Quintin
1993;Michel Quintin;Le Porc-épic;The Porcupine;Anglais;Tim Wynne-Jones;Eds Michel Quintin
1994;Jean-Pierre Guillet;La Machine à bulles;The Bubble Machine;Anglais;Frances Morgan;Eds Michel Quintin
2003;Jean-Loup Amselle;Vers un Multiculturalisme français;Affirmative Exclusion;Anglais;Jane Marie Todd;Cornell University Press
2003;Jean-Loup Amselle;Vers un Multiculturalisme français;Affirmative Exclusion;Anglais;Jane Marie Todd;Cornell University Press
2001;Maurice Blanchot;Faux pas;Faux Pas;Anglais;Charlotte Mandell;
2001;Maurice Blanchot;Faux pas;Faux Pas;Anglais;Charlotte Mandell;
1995;Anne Dandurand;Petites âmes sous ultimatum;Small Souls Under Siege;Anglais;Robert Majzels;Cormorant Books
1993;Julia Kristeva;Le Temps sensible;Proust and the Sense of Time;Anglais;Stephen Bann;
2002;;Auschwitz expliqué à ma fille;Auschwitz Explained to my Daughter;Anglais;Leah Brumer;Marlowe & Company
1996;Elizabeth Picard;Liban, état de discorde;Lebanon: A Shattered Country;Anglais;Franklin Philip;Holmes & Meier
2004;Guillaume Apollinaire;The Self-Dismembered Man;The Self-Dismembered Man;Anglais;Donald Revell;
2008;;Journal 1942-1944 : Suivi de Hélène Berr, une vie confisquée;The Journal of Hélène Berr;Anglais;David Bellos;Weinstein
2002;Marcel Trudel;Mémoires d'un autre siècle;Memoirs of a Less Travelled Road;Anglais;Jane Brierley;Véhicule Press
1996;;Les Lieux de mémoire;Realms of Memory;Anglais;Arthur Goldhammer;
1995;Claude Calame;Le Récit en Grèce ancienne;The Craft of Poetic Speech in Ancient Greece;Anglais;Janice Orion;Cornell University Press
1998;;Marcel Proust à la recherche d'un éditeur;Marcel Proust;Anglais;Sabine Destrée;Arcade Publishing
2005;;La Guerre dans ma cour;War and Peace in my backyard;Anglais;Lyn Joncas;Edipax
2002;;Du Refus à l'Invocation;Creative Fidelity;Anglais;Robert Rosthal;Fordham University Press
2002;;Du Refus à l'Invocation;Creative Fidelity;Anglais;Robert Rosthal;Fordham University Press
1990;Anne-Marie Alonzo;Bleus de mine;Lead Blues;Anglais;William Donoghue;Guernica Editions
2000;Leïla Sebbar;Le Silence des Rives;Silence on the Shores;Anglais;Mildred Mortimer;University of Nebraska Press
2004;Eric Laurent;Le Monde secret de Bush : la religion, les affaires, les réseaux occultes;Bush's Secret World;Anglais;Andrew Brown;
1992;Gérald Godin;L'Ange exterminé;The Exterminated Angel;Anglais;Judith Cowan;Guernica Editions
1992;Michel Quintin;Les Dinosaures;Dinosaurs;Anglais;Alan Brown;Eds Michel Quintin
1993;Michel Quintin;Les Dinosaures;Dinosaurs;Anglais;Alan Brown;Eds Michel Quintin
2007;Michel Quintin;Les Dinosaures;Els dinosaures;Catalan;Assumpta Bonet i Julià;Cruïlla
2003;;Rue des Pas Perdus;Street of Lost Footsteps;Anglais;Linda Coverdale;University of Nebraska Press
1993;;Le Romant de Jehan de Paris;The Romance of Jehan de Paris;Anglais;Guy R. Mermier;Edwin Mellen Press
2002;;Ostinato;Ostinato;Anglais;Mary Ann Caws;University of Nebraska Press
1990;Jacqueline Chenieux-Gendron;Le Surréalisme;Surrealism;Anglais;Vivian Folkenflik;
1998;;Lettres américaines;American Letters;Anglais;Carol Mastrangelo Bové;University of Pensylvania Press
1995;Nicole M. Boisvert;La Dérive;Adrift;Anglais;Frances Morgan;Eds Michel Quintin
2003;Jacques Prévert;;法国民事执行程序法;Chinois;Jiezhen LUO;中国法制出版社
2001;;Once Again: Sixty More Fables;Once Again: Sixty More Fables;Anglais;Norman R. Shapiro;
2007;;Aphrodite & Les Chansons de Bilitis;Aphrodite & The Songs of Bilitis;Anglais;Mary Hanson Harrison;Chicago Spectrum Press
2000;;Lila dit ça;莉拉說...;Chinois;王嘉文 WANG Chia Wen;皇冠文化出版有限公司
2002;Philippe Delerm;La Sieste assassinée;誰殺了我的午睡？;Chinois;李淑真 LI Shu Chen;皇冠文化出版有限公司
2007;;La Force du passé;往事的力量;Chinois;蔡孟貞 TSAI Meng Chen;皇冠文化出版有限公司
2010;;L'enfant bleu;藍色小孩;Chinois;林德祐 LIN Te Yu;心靈工坊文化事業股份有限公司
2000;;Stratégie de la déception;Estratégia da decepção;Portugais;Luciano Vieira Machado;Estação Liberdade
1996;Milan Kundera;Les testaments trahis;Elárult testamentumok;Hongrois;Pál RÉZ;Európa
2004;Milan Kundera;Les testaments trahis;被背叛的遺囑;Chinois;翁德明 WONG De Ming;皇冠文化出版有限公司
2007;;Zinedine Zidane, Respect !;王者，席丹;Chinois;陳太乙 CHEN Tai Yi;時報出版
2009;;J'ai 100 ans et je voudrais vous dire...;我100歲，我有7萬個小孩： 以馬內利修女回憶錄;Chinois;林德祐 LIN Te Yu;心靈工坊文化事業股份有限公司
2005;Milan Kundera;Le rideau;簾幕;Chinois;翁德明 WONG De Ming;皇冠文化出版有限公司
2010;;Les politiques publiques de la culture en France;44個文化部：法國文化政策機制;Chinois;陳羚芝;五觀藝術
2007;Marguerite Duras;India Song;India song - La musica;Espagnol;Silvio Mattoni;Cuenco de Plata
2009;Marguerite Duras;India Song;印度之歌;Chinois;劉俐 LIU Li;聯經出版公司
2005;;Un Tango du diable;驅魔偵探2：魔鬼探戈;Chinois;謝蕙心 HSIEH Hui Hsin;奇幻基地
2006;;Un papa à domicile;我喜歡爸爸在家;Chinois;羅麗意 LUO Li Yi;奧林文化&大穎文化
2007;;Lait, Mensonges et Propagande;牛奶，謊言與內幕;Chinois;陳懿禎 CHEN Yi Chen;商周出版
2003;Michel Foucault;La Pensée du dehors;外邊思維;Chinois;洪維信 HUNG Wei Hsin;行人文化實驗室
2009;;Le sumo qui ne pouvait pas grossir;O sumô que não podia engordar ;Portugais;Eliana Sá;Sá Editora 
2010;;Le sumo qui ne pouvait pas grossir;我看到你的無限：當相撲大師遇見叛逆少年;Chinois;陳蓁美 CHEN Chen Mei;方智出版社
2004;;Se perdre;沉淪;Chinois;蔡孟貞 TSAI Meng Chen;皇冠文化出版有限公司
2002;;Au Fil Des Saisons;第一次知識大發現(春夏秋冬);Chinois;蔡正雄 TSAI Cheng Hsiung;青林國際出版股份有限公司
2010;;La Porte des Enfers;地獄之門;Chinois;嚴慧瑩 YEN Hui Ying;大塊文化
2011;;Panique à Paris;巴黎驚魂記;Chinois;Jade LEE 李良玉;聯經出版公司
2001;;L’Univers, les dieux, les hommes;الكون والآلهة والناس حكايات التأسيس الإغريقية;Arabe;Mohamed Walid Hafez;
2009;;Apprendre à apprendre;學習如何學習;Chinois;林雅芬 LIN Ya Fen;商周出版
2010;;je le ferai pour toi;為了你，什麼都可以;Chinois;林說俐 LIN Yue Li;商周出版
2005;;L'Eté des becfigues;無花果鶯的夏天;Chinois;繆詠華 MIAO Yung Hua;台灣商務印書館
2008;;L'économie ne ment pas;A economia não mente;Portugais;Margarita Maria Garcia Lamelo ;É Realizações
2009;;L'économie ne ment pas;經濟不說謊—後金融危機的全球經濟總體檢;Chinois;武忠森 WU Chung Sen;允晨文化
2000;Christian Jacq;Le Pharaon noir;黑法老王;Chinois;林素月 LIN Su Yue;麥田出版
2008;Benoit Duteurtre;La petite fille et la cigarette;小女孩與香煙;Chinois;張穎綺 CHANG Ying Chi;皇冠文化出版有限公司
2005;Erik Orsenna;La Grammaire est une chanson douce;神奇神奇語言國;Chinois;程文 CHENG Wen;
2004;Milan Kundera;L'Art du roman;小說的藝術;Chinois;尉遲秀 YU Chih Hsiu;皇冠文化出版有限公司
2006;;Trois jours chez ma mère;在我媽媽家的三天;Chinois;張喬玟 CHANG Chiao Wen;
2006;;Trois jours chez ma mère;在我母亲家的三天;Chinois;Longge JIN;VRIN
2008;;On s'en lave les mains;손을 씻자 : 건강을 지키기 위한 새로운 법칙;Coréen;HEO Ji-Eun 허지은;Munhaksegyesa 문학세계사
2008;;On s'en lave les mains;不生病，從洗手開始;Chinois;林雅芬 LIN Ya Fen;商周出版
2001;;La Misère du monde;بؤس العالم-الجزء الثالث، منبوذة العالم;Arabe;Randa Baas;
2001;;La Misère du monde;بؤس العالم-الجزء الثاني، نهاية عالم;Arabe;Salman Harfouche;
2010;;L'incident;出事情;Chinois;陳虹君 CHEN Hong Chun;一人出版社
2009;;Home;搶救家園計畫;Chinois;李毓真 LI Yu Chen;行人文化實驗室
1990;Marguerite Duras;Le vice-consul;نائب القنصل;Arabe;Jacques Aswad;دار الاداب
2009;Marguerite Duras;Le vice-consul;副領事;Chinois;王東亮 WANG Dong Liang;聯經出版公司
2009;Marguerite Duras;Le vice-consul;副领事;Chinois;Dongliang WANG;上海译文出版社
2012;Katherine Pancol;la valse lente des tortues;De trage wals van de schildpadden;Néerlandais;Marc Vingerhoedt;WPG Belgique
2005;;Sabbat Samba;驅魔偵探3：安息日森巴;Chinois;謝蕙心 HSIEH Hui Hsin;奇幻基地
1999;Pascale Roze;Le Chasseur zéro;零戰;Chinois;翁德明 WONG De Ming;
1997;;Terre-Patrie;地球祖國;Chinois;馬勝利;聯經出版公司
2007;;Le Latin ou l'empire d'un signe XVIe-XXe Siècle;拉丁文帝國;Chinois;陳綺文 CHEN Chi Wen;貓頭應出版社
2004;;Petit Lapin Hoplà;小兔子奧布拉;Chinois;徐素霞 HSU Su Hsia;玉山社出版事業股份有限公司
2012;Marguerite Duras;Hiroshima mon amour;هيروشيما حبيبي;Arabe;Souheil Idriss;دار الاداب
2006;Marguerite Duras;Hiroshima mon amour;廣島之戀;Chinois;譚立德 TAN Li De;聯經出版公司
2008;Guillaume Musso;Je reviens te chercher;사랑을 찾아 돌아오다;Coréen;KIM Namju 김남주;Balgeunsesang 밝은세상
2010;Guillaume Musso;Je reviens te chercher;我回來尋覓你;Chinois;梁若瑜 LIANG Sophie;皇冠文化出版有限公司
2007;;Le Testament des siècles;神諭之謎;Chinois;陳姿穎 CHEN Tzu Ying;英屬維京群島商高寶國際有限公司台灣分公司
2000;Milan Kundera;La valse aux adieux;賦別曲;Chinois;吳美真 WU Mei Chen;皇冠文化出版有限公司
2009;;Le Noël de Rita et Machin;莉塔和那個那個的聖誕節;Chinois;吳愉萱 WU Yu Hsuan;阿布拉教育文化有限公司
2006;;Le vin et le divin;酒與神;Chinois;黃馨慧 HUANG Hsin Hui;二魚文化
2008;;Le Théorème du perroquet;El teorema del lloro;Catalan;Anna Casassas;Labutxaca
2003;;Le Théorème du perroquet;鸚鵡定理：跨越兩千年的數學之旅;Chinois;漢斯;究竟出版社
2008;;Grand Loup et Petit Loup;큰 늑대 작은 늑대;Coréen;LEE Ju Hee 이주희;Sigong Junior 시공주니어
2006;;Grand Loup et Petit Loup;有你，真好！;Chinois;陳貺怡;遠見.天下文化事業群
2007;;Eldorado;Eldorado;Espagnol;Jordi Martín Lloret;Salamandra
2008;;Eldorado;馬森巴羅的影子;Chinois;林說俐 LIN Yue Li;商周出版
2011;;Les quartiers d'hiver;冬季街區;Chinois;陳蓁美 CHEN Chen Mei;寶瓶文化
2009;;Les quartiers d'hiver;巴黎．愛情．匆匆;Chinois;陳蓁美 CHEN Chen Mei;寶瓶文化
1992;Milan Kundera;La Plaisanterie;玩笑;Chinois;黃有德 HUANG You De;皇冠文化出版有限公司
2005;;Nekotopia;殺死99隻貓的少女;Chinois;王玲琇 WANG Ling Hsiu;
1997;Marcel Pagnol;Le temps des amours;ذكريات طفولة، المجلد الرابع: زمن الحب;Arabe;Mohammed Seif;دار شرقيات
2006;Marcel Pagnol;Le temps des amours;普羅旺斯童年四部曲四：愛戀時光;Chinois;張慧卿 CHANG Hui Ching;英屬維京群島商高寶國際有限公司台灣分公司
2002;Michel Tournier;Le roi des Aulnes;A Rémkirály;Hongrois;András BARTA;Lazi
2007;Michel Tournier;Le roi des Aulnes;A Rémkirály;Hongrois;András BARTA;Lazi
2000;;Foucault;德勒茲論傅柯;Chinois;楊凱麟 YANG Kai Lin;麥田出版
2010;;Val de grâce;魔法的所在：恩典谷教我的人生功課;Chinois;黃馨慧 HUANG Hsin Hui;二魚文化
2005;;Monsieur Ibrahim et les Fleurs du Coran;Ibrahim úr és a Korán virágai;Hongrois;Katalin BALLA;Európa
2007;;Monsieur Ibrahim et les Fleurs du Coran;O señor Ibrahim e as flores do Corán;Galicien;Emma Lázare Rodríguez;Faktoría K de Libros
2005;;Monsieur Ibrahim et les Fleurs du Coran;陪我走到世界盡頭：少年摩摩的成長故事;Chinois;林雅芬 LIN Ya Fen;方智出版社
2008;Sijie Dai;Par une nuit où la lune ne s'est pas levée;Una nit que no havia sortit la lluna;Catalan;Anna Casassas;Edicions 62
2007;Sijie Dai;Par une nuit où la lune ne s'est pas levée;某夜，月未升……;Chinois;梁若瑜 LIANG Sophie;皇冠文化出版有限公司
2001;الطاهر بن جلون;L'auberge des pauvres;مأوى الفقراء;Arabe;Mohamed El Hilali;دار توبقال
2004;الطاهر بن جلون;L'auberge des pauvres;窮人客棧;Chinois;邱瑞鑾 CHIU Jui Luan;皇冠文化出版有限公司
2002;;La philosophie française;法國哲學;Chinois;賴軍維 LAI CHUN WEI;麥田出版
2001;;Richesse de la pauvreté;풍요로운 가난;Coréen;BAEK Seon-Hee 백선희;Maumsanchaek 마음산책
2003;;Richesse de la pauvreté;貧窮的富裕;Chinois;華宇 HUA Yu;心靈工坊文化事業股份有限公司
2010;;N'espérez pas vous débarrasser des livres;別想擺脫書;Chinois;尉遲秀 YU Chih Hsiu;皇冠文化出版有限公司
2009;Jean-Marie Gustave Le Clézio;Ritournelle de la faim;Az éhség ünnepei : anyám könyve;Hongrois;Ildikó LŐRINSZKY;Ulpius-ház
2008;Jean-Marie Gustave Le Clézio;Ritournelle de la faim;La música del hambre;Espagnol;Juana Bignozzi;Adriana Hidalgo
2009;Jean-Marie Gustave Le Clézio;Ritournelle de la faim;飢餓間奏曲;Chinois;尉遲秀 YU Chih Hsiu;皇冠文化出版有限公司
2006;;La Petite Chartreuse;照亮心世界;Chinois;陳秋玲 CHEN Chiu Ling;聯經出版公司
2009;;Ulysse from Bagdad;為你走到希望之地;Chinois;林雅芬 LIN Ya Fen;方智出版社
2006;;Blog Story;誰沒部落格！;Chinois;施瑞瑄 SHIH Jui Hsuan;商周出版
2007;;La Ligne noire;La línea negra;Espagnol;Teresa Clavel;Debolsillo
2006;;La Ligne noire;死亡黑線;Chinois;張穎綺 CHANG Ying Chi;皇冠文化出版有限公司
2009;;Un gnome à la mer;海上小精靈;Chinois;張一喬 CHANG Yi Chio;奧林文化&大穎文化
2008;;Ma Petite Encyclopédie Dokéo, 3-6 ans;我的第一本全方位圖解百科;Chinois;林宴夙 LIN Yan Su;
2008;;L'égoïste romantique;浪漫的自私鬼：巴黎男人的愛情日記;Chinois;范兆延 FAN Chao Yen;皇冠文化出版有限公司
2004;Milan Kundera;L'insoutenable légèreté de l'être;生命中不能承受之輕;Chinois;尉遲秀 YU Chih Hsiu;皇冠文化出版有限公司
2009;;Ames soeurs;속 깊은 이성 친구;Coréen;LEE Se-Wook 이세욱;OPEN BOOKS 열린 책들
1998;;Ames soeurs;我的另一半;Chinois;劉美欽 LIU Mei Chin;玉山社出版事業股份有限公司
2000;;Porte de la paix céleste;蛻變的天堂鳥;Chinois;林說俐 LIN Yue Li;英屬維京群島商高寶國際有限公司台灣分公司
2009;;Merci Karl!;時尚惡魔卡爾;Chinois;張穎綺 CHANG Ying Chi;三采文化
2002;Milan Kundera;Le Livre du rire et de l'oubli;笑忘書;Chinois;尉遲秀 YU Chih Hsiu;皇冠文化出版有限公司
2007;Michel Houellebecq;Plateforme;Plataforma;Espagnol;Encarna Castejón;Anagrama
2009;Michel Houellebecq;Plateforme;情色度假村;Chinois;嚴慧瑩 YEN Hui Ying;大塊文化
2004;;Lettre d'une amoureuse morte;真愛獨白;Chinois;蔡孟貞 TSAI Meng Chen;皇冠文化出版有限公司
1998;Jean-Marie Gustave Le Clézio;Poisson d'or;Aranyhalacska;Hongrois;Ildikó KAMOCSAY;Európa
2008;Jean-Marie Gustave Le Clézio;Poisson d'or;Aranyhalacska;Hongrois;Ildikó KAMOCSAY;Európa
2009;Jean-Marie Gustave Le Clézio;Poisson d'or;Aranyhalacska;Hongrois;Ildikó KAMOCSAY;Európa
2000;Jean-Marie Gustave Le Clézio;Poisson d'or;金魚;Chinois;邱瑞鑾 CHIU Jui Luan;皇冠文化出版有限公司
2007;Marguerite Yourcenar;Mémoires d'Hadrien;Les memòries d'Adrià;Catalan;Jaume Creus;Labutxaca
1993;Marguerite Yourcenar;Mémoires d'Hadrien;مذكرات أدريان;Arabe;Afif Dimachkieh;دار الاداب
2004;;Le Parfum de l'invisible, tome 1;激情香水 I;Chinois;于尚白 YU Shang Bo;大辣出版
2010;Marc Levy;Le Voleur d'ombres;그림자 도둑;Coréen;KANG Miran 강미란;Yolimwon 열림원
2011;Marc Levy;Le Voleur d'ombres;偷影子的人;Chinois;段韻靈;商周出版
2008;;La touche étoile;Pulsa la estrella;Espagnol;Carmen Torres París,María Dolores Torres París;Alianza Editorial
2008;;La touche étoile;星字鍵;Chinois;馬向陽 MA Hsiang-Yang;商周出版
2008;;La touche étoile;星陨;Chinois;Chuan HUANG;新星出版社
2008;Marc Levy;Toutes ces choses qu’on ne s’est pas dites;차마 못 다한 이야기들;Coréen;KANG Miran 강미란;Yolimwon 열림원
2009;Marc Levy;Toutes ces choses qu’on ne s’est pas dites;那些我們沒談過的事;Chinois;陳春琴 CHEN Chun Chin;商周出版
1999;;De bon matin;清晨;Chinois;劉美欽 LIU Mei Chin;玉山社出版事業股份有限公司
2002;;Premières leçons sur La sociologie de Pierre Bourdieu;布赫迪厄社會學的第一課;Chinois;孫智綺 SUN Chih Chi;麥田出版
2010;Milan Kundera;L'immortalité;불멸;Coréen;KIM Byung-Uk 김병욱;Minumsa 민음사
2005;Milan Kundera;L'immortalité;不朽;Chinois;尉遲秀 YU Chih Hsiu;皇冠文化出版有限公司
1990;Marguerite Duras;Le ravissement de Lol V. Stein;انخطاف لول ف. شتاين;Arabe;Rana Idriss;دار الاداب
2006;Marguerite Duras;Le ravissement de Lol V. Stein;勞兒之劫;Chinois;王東亮 WANG Dong Liang;聯經出版公司
2002;;Les Mauvais Perdants;差勁的輸家;Chinois;孫千淨 SUN Chien Ching;格林文化
2010;Mathias Malzieu;Maintenant qu'il fait tout le temps nuit sur toi;如今妳的世界永遠是黑夜;Chinois;梁若瑜 LIANG Sophie;皇冠文化出版有限公司
2006;;U.V.;詭計;Chinois;王麗 WANG Li;新苗文化事業有限公司
2000;;La Place;位置;Chinois;邱瑞鑾 CHIU Jui Luan;皇冠文化出版有限公司
2002;;Inca, tome 1, La princesse du soleil;印加三部曲之一—太陽公主;Chinois;王玲琇 WANG Ling Hsiu;麥田出版
2010;;J’aurais préféré vivre;被偷走的人生;Chinois;林說俐 LIN Yue Li;商周出版
2009;Milan Kundera;Une rencontre;相遇;Chinois;尉遲秀 YU Chih Hsiu;皇冠文化出版有限公司
2007;Fred Vargas;L'homme aux cercles bleus;El hombre de los círculos azules;Espagnol;Elena del Amo;Punto de lectura
2006;Fred Vargas;L'homme aux cercles bleus;画蓝色怪圈的人;Chinois;Qian YAN;PRESSES UNIVERSITAIRES DE FRANCE - PUF
2006;Fred Vargas;L'homme aux cercles bleus;藍色圓圈之謎;Chinois;陳蓁美 CHEN Chen Mei;台灣商務印書館
2010;;Moi je sais tout sur ma maîtresse;老師的小祕密;Chinois;武忠森 WU Chung Sen;天下雜誌出版
2008;;Le Scaphandre et Le Papillon;La escafandra y la mariposa : un sobrecogedor testimonio sobre los límites de la naturaleza humana;Espagnol;Rosa Alapont Calderaro;Ediciones del Bronce
2008;;Le Scaphandre et Le Papillon;L'escafandre i la papallona;Catalan;Pau Joan Hernàndez;Columna
1997;;Le Scaphandre et Le Papillon;潛水鐘與蝴蝶;Chinois;邱瑞鑾 CHIU Jui Luan;大塊文化
2006;Romain Gary;Education européenne;欧洲教育;Chinois;Wenrong WANG;人民文学出版社
1990;Romain Gary;Education européenne;狼嘷的冬天;Chinois;黃有德 HUANG You De;皇冠文化出版有限公司
2009;;Le Serment des Limbes;地獄誓約;Chinois;張穎綺 CHANG Ying Chi;皇冠文化出版有限公司
2007;;Un Lion à Paris;Un león en París;Espagnol;Teresa Tellechea Mora;Ediciones SM
2007;;Un Lion à Paris;巴黎的獅子;Chinois;陳妍如 CHEN Yen Ju;米奇巴克有限公司
2007;;Vers un monde sans pauvreté;窮人的銀行家;Chinois;曾育慧 Tseng Yu Huei;聯經出版公司
2011;;Les trois petits cochons;三隻小豬;Chinois;尉遲秀 YU Chih Hsiu;天下雜誌出版
2006;;Moi, j'attends ...;我等待…;Chinois;吳愉萱 WU Yu Hsuan;米奇巴克有限公司
2008;;Précis de décomposition;解體概要;Chinois;宋剛 SUNG Kang;行人文化實驗室
2010;;L'amour et l'amitié;愛情與友情;Chinois;殷麗君 YIN Li Chun;米奇巴克有限公司
2007;;Expériences avec le corps;身體的遊戲;Chinois;王心瑛 WANG Hsin Ying;
2009;;Guide des jolies femmes de Paris;巴黎美女指南;Chinois;梁若瑜 LIANG Sophie;
2007;;Errata;勘誤表：審視後的生命;Chinois;李根芳 LI Gen Fang;行人文化實驗室
2004;Muriel Barbery;Une gourmandise;終極美味;Chinois;嚴慧瑩 YEN Hui Ying;皇冠文化出版有限公司
2007;;Contes et Recettes du Monde;世界的餐桌;Chinois;蔣國英 CHIANG Kuo Ying;時報出版
2010;;La rencontre;麗莎和卡斯柏：不打不相識;Chinois;曹慧 TSAO Hui;繆思出版
2005;;Marta et la Pieuvre;瑪塔和大章魚;Chinois;陳蓁美 CHEN Chen Mei;台灣商務印書館
2003;;La derniere pierre;最後一顆石頭;Chinois;蔡孟貞 TSAI Meng Chen;皇冠文化出版有限公司
2010;;Une vie de Pintade à Paris;巴黎珠雞們的生活;Chinois;沈台訓 SHEN Tai Hsun;商周出版
1992;الطاهر بن جلون;L'Enfant de sable;طفل الرمال;Arabe;Mohamed Chergui;دار توبقال
2003;الطاهر بن جلون;L'Enfant de sable;沙的孩子;Chinois;梁若瑜 LIANG Sophie;皇冠文化出版有限公司
2007;;Les Enfants de Rifa'a;伊斯蘭製造;Chinois;阮若秋 JUAN Jo Chiu;允晨文化
2004;;Le Magasin De Jouets Magique;魔幻玩具鋪;Chinois;嚴韻 YEN Yun;行人文化實驗室
2004;;Tout est illuminé;啥都瞭了;Chinois;楊雅婷 YANG Ya Ting;行人文化實驗室
2009;;Je suis morte et je n'ai rien appris;我死了，但什麼也沒學到;Chinois;陳太乙 CHEN Tai Yi;遠流出版公司
2003;;Deux Anglaises et le continent;兩個英國女孩與歐陸;Chinois;黃琪雯 HUANG Chi Wen;麥田出版
2002;;Fragiles;脆弱;Chinois;尉遲秀 YU Chih Hsiu;大塊文化
2009;Muriel Barbery;L'élégance du hérisson;A sündisznó eleganciája;Hongrois;Ágnes TÓTFALUSI;Geopen
2008;Muriel Barbery;L'élégance du hérisson;刺蝟的優雅;Chinois;陳春琴 CHEN Chun Chin;商周出版
2008;;Un nuage dans le ventre;肚子有一朵雲;Chinois;林淑真 LIN Shu Zhen;典藏藝術家庭股份有限公司
2005;;0 %;0%：模特兒告白日記;Chinois;嚴慧瑩 YEN Hui Ying;二魚文化
2004;;Le Vol des cigognes;鸛鳥謎蹤;Chinois;楊孟哲 YANG Meng Che;皇冠文化出版有限公司
2004;;Apple Pixar Mania;蘋果熱與皮克斯瘋;Chinois;錢一一 CHIEN Yi Yi;商周出版
2006;;Bonjour Paresse;日安,懶惰 每週只要上班2又1/2天;Chinois;嚴慧瑩 YEN Hui Ying;晨星出版
2003;;Gulliveriana;格列芙遊記;Chinois;繆詠華 MIAO Yung Hua;大辣出版
2003;Sijie Dai;Balzac et la Petite Tailleuse chinoise;巴爾札克與小裁縫;Chinois;尉遲秀 YU Chih Hsiu;皇冠文化出版有限公司
2012;Milan Kundera;La Lenteur;느림;Coréen;KIM Byung-Uk 김병욱;Minumsa 민음사
1996;Milan Kundera;La Lenteur;Lassúság;Hongrois;Zoltán VARGYAS;Európa
2002;Milan Kundera;La Lenteur;Lassúság;Hongrois;Zoltán VARGYAS;Európa
2008;Milan Kundera;La Lenteur;Lassúság;Hongrois;Zoltán VARGYAS;Európa
2008;Milan Kundera;La Lenteur;Lassúság;Hongrois;Zoltán RÁTÓTI;Mojzer Kossuth,
2005;Milan Kundera;La Lenteur;緩慢;Chinois;尉遲秀 YU Chih Hsiu;皇冠文化出版有限公司
2007;;Le Magasin des Suicides;자살가게;Coréen;SUNG Kwi-Soo 성귀수;Yolimwon 열림원
2009;;Le Magasin des Suicides;找死專賣店;Chinois;梁若瑜 LIANG Sophie;皇冠文化出版有限公司
2011;;Robe de Marié;新郎禮服;Chinois;黃馨慧 HUANG Hsin Hui;二魚文化
